99,97,8
99,98,8
99,99,7
99,102,10
99,103,3
99,104,9
99,105,10
114,113,7
114,114,9
114,115,9
114,116,8
114,117,8
114,118,9
114,119,10
114,120,5
242,176,10
242,177,10
242,178,9
242,180,8
242,187,7
242,188,9
242,193,7
242,195,8
242,196,8
242,197,7
242,202,7
243,517,10
243,203,7
243,15412,6
243,4825,9
243,834,9
243,7542,7
243,211,10
243,218,6
243,3270,7
243,11455,9
243,306,7
243,15413,9
243,3730,6
243,228,6
243,234,8
243,241,5
243,245,5
244,203,7
244,246,8
244,247,9
244,248,8
244,249,9
244,250,8
244,245,6
244,251,6
254,15475,7
254,15510,9
254,15540,7
254,9729,7
254,15513,5
254,357,9
254,9390,9
254,15546,6
254,11036,5
254,15563,5
254,15497,8
254,15511,9
254,270,7
254,275,9
254,276,9
254,277,8
254,1176,10
254,15498,7
254,15535,8
254,15455,10
254,4242,9
254,278,9
254,15515,8
254,15443,8
254,2970,9
254,5433,9
254,3460,9
254,3840,9
254,6331,9
254,5432,9
254,15509,5
254,6097,8
254,14783,6
254,283,7
254,2105,9
254,286,8
254,15539,8
254,15541,8
254,2810,9
254,2786,9
254,12765,8
254,486,7
254,9256,8
254,15425,9
254,15417,9
254,15519,8
254,301,9
254,15504,9
300,321,5
300,322,5
300,324,5
300,325,5
300,326,9
300,328,5
300,329,5
388,405,8
388,135,3
388,406,6
388,412,7
388,413,10
388,414,10
388,415,10
388,418,8
388,423,5
388,425,7
424,477,5
424,479,6
424,482,7
424,484,7
424,486,6
424,488,8
446,519,8
446,520,8
446,521,10
446,525,5
446,527,3
446,531,10
446,534,9
446,536,5
503,10093,10
503,37974,8
503,18122,7
503,30064,8
503,5835,10
503,4178,10
503,58366,10
503,242938,10
503,11610,8
503,648,10
503,78389,10
503,3235,10
505,614,9
505,609,7
505,618,8
505,607,8
505,605,7
505,608,8
505,606,8
505,616,8
505,615,9
505,617,8
507,3931,9
507,663,8
507,15604,7
507,357,10
507,645,9
507,652,9
507,657,8
507,15608,8
507,15582,7
507,15602,7
507,658,9
507,15575,7
507,15576,7
507,596,7
507,15599,7
507,15606,7
507,8356,7
507,7803,7
507,15583,7
507,15601,7
507,146,7
507,647,7
507,655,9
507,3930,10
507,3929,10
507,15572,10
507,15571,10
507,15581,10
507,15593,8
507,664,7
507,15591,10
507,620,8
507,15574,7
638,15632,10
638,763,9
638,774,10
638,15637,10
638,758,10
638,6039,9
638,409,10
638,206,10
638,789,9
638,91,10
638,834,10
638,15634,10
638,2309,9
638,755,10
638,787,10
638,781,10
638,795,8
638,780,9
638,15633,9
638,749,10
638,759,10
638,786,8
638,792,9
638,757,9
638,771,10
638,750,9
638,11912,9
638,776,10
638,777,10
638,761,8
638,782,9
638,762,8
638,775,8
638,753,7
638,772,9
638,770,10
638,15635,10
638,760,10
638,769,10
638,13760,10
638,2004,9
638,3110,7
638,3076,10
638,754,9
638,788,9
638,767,10
638,2209,10
638,1142,8
638,778,9
643,802,7
643,15659,8
643,814,8
643,6343,9
643,15639,9
643,824,8
643,810,5
643,7859,7
643,812,8
643,15660,8
643,828,8
643,7292,2
643,15645,8
643,15655,7
643,804,8
643,15652,9
643,820,10
643,15646,8
643,15643,8
643,15644,8
651,863,5
651,836,8
651,871,6
651,853,7
651,873,7
651,870,7
651,861,6
651,875,8
651,874,8
651,859,8
651,862,7
651,855,6
651,854,6
651,858,4
651,868,7
651,852,7
651,842,4
651,835,8
651,847,6
709,154760,5
709,901,9
709,900,6
709,903,10
709,905,10
709,904,10
709,409,3
709,915,7
709,899,9
709,902,9
709,907,4
709,908,5
709,916,10
709,912,10
709,896,9
709,898,6
709,897,10
735,968,4
735,966,7
735,976,9
735,963,9
735,973,8
735,975,8
735,978,9
735,18016,10
741,1012,10
741,398,10
741,15676,10
741,15665,10
741,1018,8
741,1011,10
741,1431,10
741,999,6
805,1102,10
805,1106,7
805,1121,9
805,1098,10
805,1097,10
805,1094,4
805,564,9
805,1117,7
805,1118,8
805,1111,8
805,1112,10
805,1103,9
805,1116,8
805,232,8
805,1108,8
805,1107,8
805,1099,10
805,1109,8
805,1119,10
805,1092,10
834,1146,5
834,1143,2
834,1150,3
834,1151,7
834,1149,3
834,1142,5
850,4490,6
850,210691,7
850,1166,3
850,1171,9
850,1162,5
882,6337,10
882,15705,10
882,15724,5
882,15688,9
882,15700,8
882,1338,5
882,1203,7
882,1210,10
882,749,10
882,1216,10
882,18960,10
882,680,10
882,38118,9
882,1819,10
882,8210,9
882,15722,9
882,1201,10
882,15708,9
882,978,6
882,2770,6
882,15703,8
882,2529,9
882,15690,10
882,14955,10
882,15681,10
882,15725,5
882,288,10
882,1778,10
882,15679,10
882,1214,4
882,15714,10
882,95,9
882,1923,10
882,1202,5
900,1106,9
900,1249,5
900,1240,6
900,458,5
900,1243,5
900,1241,6
900,1242,5
901,1262,9
901,1264,9
901,1263,8
901,1255,10
901,15728,10
901,15733,9
929,15745,8
929,1320,5
929,1303,5
929,1310,7
929,1291,7
929,1300,8
929,1495,6
929,1312,4
929,1323,6
929,15737,6
929,1313,10
929,163,8
929,2555,8
929,1302,5
929,1306,8
929,1293,8
1025,1396,9
1025,32660,8
1025,1106,5
1025,15762,9
1025,124442,10
1025,1384,10
1025,6145,8
1025,390,8
1025,1395,9
1025,1382,9
1025,5047,9
1025,28698,8
1025,1394,8
1025,1393,8
1025,648,9
1025,12923,8
1025,15748,9
1025,15751,7
1075,357,10
1075,409,7
1075,480,7
1075,749,7
1075,1424,9
1075,1426,10
1075,1422,9
1075,1423,8
1075,1407,5
1116,1465,8
1116,1472,7
1116,1471,4
1116,1469,2
1116,1464,6
1116,1470,6
1116,1467,5
1129,801,4
1129,1485,7
1129,52479,7
1129,593,6
1129,950,6
1129,1483,3
1129,1482,7
1129,1478,3
1129,1484,9
1129,1481,10
1131,1486,8
1131,135,7
1131,1522,8
1131,1521,7
1131,1519,7
1131,1488,8
1131,1512,8
1131,1490,6
1131,1507,7
1131,1508,7
1131,1520,9
1131,1505,7
1131,1499,8
1131,1504,6
1131,707,7
1131,1510,5
1131,1491,7
1131,1500,7
1131,1496,8
1131,1506,6
1131,1487,7
1131,1514,7
1131,1489,7
1131,1497,7
1155,1542,7
1155,1538,8
1155,1544,6
1155,1539,10
1155,1548,7
1155,1537,8
1155,283,9
1155,1541,7
1155,1535,9
1155,1543,7
1155,1540,5
1155,1534,8
1167,1575,10
1167,1569,5
1167,1563,5
1167,1568,5
1167,411,8
1167,1570,7
1167,1564,7
1167,1567,9
1211,1264,9
1211,15770,8
1211,749,9
1211,15796,8
1211,1616,8
1211,15785,9
1211,8197,8
1211,1633,7
1211,1622,7
1211,15790,7
1211,1629,8
1211,1626,8
1211,15793,6
1211,1639,8
1211,726,8
1211,15763,8
1211,1625,7
1211,15795,9
1211,1632,8
1211,15784,8
1211,15789,7
1211,15786,8
1248,1672,10
1248,1676,10
1248,1657,10
1248,1665,10
1248,1670,10
1248,1666,10
1248,1674,10
1248,1659,10
1248,1661,10
1248,1668,9
1248,1673,10
1409,1787,8
1409,1788,8
1409,605,9
1409,1786,8
1409,1789,6
1409,1790,5
1412,564,9
1412,1792,9
1412,1791,6
1412,1794,9
1412,1793,9
1412,1795,9
1412,1797,7
1424,15835,7
1424,10574,7
1424,15869,9
1424,1374,7
1424,2431,8
1424,15844,5
1424,1816,6
1424,3491,5
1424,1264,8
1424,15846,9
1424,2743,10
1424,5284,7
1424,15836,6
1424,12183,6
1424,15861,8
1424,15806,7
1424,15832,7
1424,1813,7
1424,15810,8
1424,1805,8
1424,15865,8
1424,11430,6
1424,15833,7
1424,15802,6
1424,15860,7
1424,15825,6
1424,3270,7
1424,1801,7
1424,10792,7
1424,15845,8
1424,1804,6
1424,2623,8
1424,15850,8
1424,1823,7
1424,15848,8
1424,15849,7
1424,12123,7
1424,15856,6
1424,1422,8
1424,68,6
1424,15840,6
1424,15838,7
1424,15842,5
1435,517,10
1435,309,5
1435,208,5
1435,6584,5
1435,12890,10
1435,15894,7
1435,13069,10
1435,15887,5
1435,1526,10
1435,707,8
1435,4985,7
1435,6060,4
1435,1845,10
1435,1839,10
1435,15907,7
1435,2034,4
1435,292,8
1435,648,8
1435,239,5
1435,15914,9
1435,1850,9
1435,15898,5
1435,1430,10
1435,1853,4
1435,15899,5
1435,27,5
1435,15889,6
1435,245,10
1435,1830,4
1435,15891,3
1435,15881,6
1548,1936,1
1548,1939,6
1548,1512,8
1548,1948,5
1548,1932,8
1548,1941,7
1548,1943,7
1548,1938,7
1548,1946,8
1548,1934,7
1548,232,8
1548,1942,8
1548,1951,9
1548,1952,9
1548,1933,8
1558,1961,10
1558,1964,9
1558,1960,7
1558,1963,10
1558,1962,10
1558,1959,10
1585,1976,7
1585,1981,7
1585,1989,7
1585,1984,6
1585,1983,6
1585,1986,8
1585,1988,5
1585,1990,6
1585,1985,7
1585,1982,7
1585,1977,6
1585,1987,4
1660,2033,6
1660,2032,3
1660,1005,6
1660,47,5
1660,2035,7
1660,2036,6
1660,1685,7
1674,2055,10
1674,2070,9
1674,2060,7
1674,2050,10
1674,2045,1
1674,2052,10
1674,15916,9
1674,1132,7
1674,2044,7
1674,1554,10
1674,2053,10
1674,2057,10
1674,2056,10
1674,2078,10
1674,2051,1
1674,1674,5
1674,4510,10
1674,15919,8
1674,2061,6
1674,15917,8
1674,2076,10
1733,15921,7
1733,4164,9
1733,8235,8
1733,1490,5
1733,2161,5
1733,3704,10
1733,15923,3
1733,15991,9
1733,16009,5
1733,15924,4
1733,1338,9
1733,16000,8
1733,2143,10
1733,2133,6
1733,2146,7
1733,15933,7
1733,2140,8
1733,2164,5
1733,15926,10
1733,15929,8
1733,15922,5
1733,2163,6
1733,2151,10
1733,2154,7
1733,15927,4
1733,4023,9
1733,15963,8
1733,578,7
1733,15946,9
1733,6668,7
1733,995,5
1733,15947,7
1733,5155,8
1733,15997,9
1733,2160,5
1733,15973,10
1733,15988,10
1733,15983,10
1733,15965,8
1733,15958,8
1733,2785,9
1733,2135,8
1733,15942,7
1733,15961,5
1733,15968,7
1733,15978,8
1733,15925,7
1733,15977,8
1733,15956,9
1733,2144,10
1733,5919,9
1733,16008,7
1733,16010,5
1733,15945,10
1733,598,8
1733,15944,10
1733,16002,9
1733,15959,8
1733,27,1
1733,13790,7
1733,17683,7
1733,2162,6
1805,2203,7
1805,523,9
1805,2201,7
1805,2200,6
1805,2204,7
1805,2199,8
1805,2198,7
1848,1465,5
1848,564,10
1848,2254,10
1848,2231,10
1848,2244,9
1848,2242,8
1848,29,8
1848,2239,9
1848,2267,9
1848,2261,10
1848,2259,10
1848,1323,5
1848,2260,10
1848,2249,10
1848,16016,10
1848,16015,10
1848,108,10
1848,2257,10
1848,2253,8
1848,2233,8
1848,2258,7
1903,16053,10
1903,16100,10
1903,16057,10
1903,16051,10
1903,1117,10
1903,16099,10
1903,1141,10
1903,16074,9
1903,2326,10
1903,16081,2
1903,16043,10
1903,13948,6
1903,9319,10
1903,2316,10
1903,2324,10
1903,16028,10
1903,16085,10
1903,16075,1
1903,2312,3
1903,16086,10
1903,16046,8
1903,2313,6
1903,2233,10
1903,16094,1
2010,2427,6
2010,2412,7
2010,2423,5
2010,2428,10
2010,2426,8
2010,2410,4
2010,2409,5
2010,2408,8
2010,2421,9
2010,2413,8
2010,2414,5
2010,2422,2
2012,2439,9
2012,2443,8
2012,2271,10
2012,2438,8
2012,2441,6
2012,2442,10
2012,2444,5
2012,753,2
2012,237,8
2012,2433,8
2030,16110,10
2030,2509,10
2030,1695,10
2030,2472,10
2030,2507,10
2030,16107,10
2030,2511,10
2030,16106,10
2030,2489,10
2030,16116,8
2030,2483,10
2030,1395,10
2030,16112,10
2030,2484,10
2030,2485,10
2030,2486,10
2030,2487,10
2030,2478,10
2030,2504,10
2030,2499,10
2030,2498,10
2030,2479,10
2030,2494,10
2030,2500,10
2030,2482,10
2030,2477,10
2030,2475,10
2030,2476,10
2030,16115,10
2030,2481,10
2033,16192,10
2033,2516,10
2033,16191,10
2033,16214,10
2033,9836,10
2033,9838,8
2033,16167,9
2033,2526,8
2033,1384,10
2033,28580,7
2033,16143,8
2033,16183,9
2033,14505,10
2033,16186,10
2033,2527,5
2033,6868,10
2033,16189,10
2033,16163,10
2033,6712,6
2033,5433,9
2033,3840,9
2033,5432,9
2033,5507,9
2033,16119,7
2033,3688,10
2033,3689,10
2033,9023,8
2033,16168,10
2033,16171,10
2033,16170,10
2033,16169,10
2033,6710,10
2033,16204,6
2033,16178,10
2033,9187,8
2033,2810,9
2033,16217,10
2033,2521,10
2033,16203,6
2033,3729,10
2033,16216,7
2033,2520,8
2033,16120,7
2033,16187,7
2033,3686,10
2033,2536,10
2033,16194,8
2033,16146,7
2033,16151,10
2033,12690,10
2033,16147,10
2033,16149,10
2033,15238,10
2033,14596,8
2033,16155,8
2033,16156,8
2033,16153,8
2033,16154,8
2033,16144,10
2033,2997,10
2033,16145,9
2033,16150,10
2033,4373,10
2033,3922,10
2033,1723,9
2033,15186,10
2033,15189,10
2033,15180,10
2033,16176,10
2033,16190,8
2033,16140,10
2033,3297,10
2033,16139,10
2033,4229,9
2033,16136,10
2033,16137,10
2033,16134,10
2033,16162,10
2033,16135,5
2033,12478,8
2033,16161,9
